Actors,Title,X,Y
Laudya Cynthia Bella,Talak 3,2016,7.4
Laudya Cynthia Bella,Surga Yang Tak Dirindukan 2,2017,7.1
Laura Antonelli,Rimini Rimini,1987,4.8
Laura Antonia Roge,Vampire Sisters,2012,5.6
Laura Antonia Roge,Vampire Sisters 2: Bats in the Belly,2014,5.4
Laura Antonia Roge,Vampire Sisters 3: Journey to Transylvania,2016,5.3
Laura Chiatti,Iago,2009,4.4
Laura Dern,Jurassic Park,1993,8.1
Laura Dern,October Sky,1999,7.8
Laura Dern,Tchoupi,2000,4.6
Laura Dern,Ellen DeGeneres: Relatable,2018,6.5
Laura Dern,Trial by Fire,2019,6.9
Laura Fraser,The Match,1999,6.3
Laura Linney,Congo,1995,5.3
Laura Linney,Primal Fear,1996,7.7
Laura Linney,The Truman Show,1998,8.1
Laura Linney,The Exorcism of Emily Rose,2005,6.7
Laura Linney,The Squid and the Whale,2005,7.3
Laura Linney,Teenage Mutant Ninja Turtles 2,2016,6
Laura Linney,Tales of the City,2019,7.4
Laura Linney,"Coronavirus, Explained",2020,7.7
Laura Morgan,21 Again,2019,5.1
Laura Ramsey,Shes the Man,2006,6.3
Laura San Giacomo,Quigley Down Under,1990,6.9
Laura Schichvarger,The Beginning of Life,2016,7.6
Laura Tonke,Axolotl Overkill,2017,5.3
Laura Vandervoort,Bitten,2014,7
Lauren Bacall,A Millionaires First Love,1953,6.9
Lauren Bittner,Paranormal Activity 3,2011,5.8
Lauren Carlos,Safety Not Guaranteed,2012,7
Lauren Collins,The Day My Butt Went Psycho!,2013,3.1
Lauren Graham,Bad Santa,2003,7
Lauren Graham,Its Kind of a Funny Story,2010,7.1
Lauren Graham,Gilmore Girls: A Year in the Life,2016,7.7
Lauren Holly,After the Ball,2015,5.9
Lauren Lapkus,Opening Night,2017,6.2
Lauren Lapkus,The Wrong Missy,2020,5.7
Lauren Schmidt,The Witcher: A Look Inside the Episodes,2020,7.1
Lauren Spartano,Shuddhi,2017,7.9
Laurence Fishburne,School Daze,1988,6
Laurence Fishburne,The Matrix,1999,8.7
Laurence Fishburne,Standoff,2016,6.1
Laurence Fox,Elizabeth: The Golden Age,2007,6.8
Laurence Spellman,Red Joan,2019,6.4
Laurent Lafitte,Elle,2016,7.1
Laurent Lafitte,Astérix: The Mansion of the Gods,2017,6.9
Laurent Plancel,Jailbreak,2017,5.4
Laurentiu Ginghina,Infinite Football,2018,6.6
Lavell Crawford,Lavell Crawford: Can a Brother Get Some Love?,2011,7
Lawrence A. Bonney,Silence of the Lambs,1991,8.6
Lawrence Kao,Wu Assassins,2019,6.4
Layla Abdullah,In the Bosom of a Thorn,2019,7.2
Layla Olwi,I Love Cinema,2004,6.5
Lea Thompson,Casual Sex?,1988,5.1
Leah Ayres,Bloodsport,1988,6.8
Leah Clark,Eden of the East the Movie,2009,7
Leah Messer,Teen Mom 2,2011,4.3
Leah Remini,Leah Remini: Scientology and the Aftermath,2016,9.1
Leandro Firmino,Gods Little Village,2004,8.6
Leandro Lima,Most Beautiful Thing,2020,7.9
Leanna,Beyond Scared Straight!,2011,7.3
Leanne Lau,Little Dragon Maiden,1983,6
Leather Storrs,Cooked with Cannabis,2020,6.6
Lech Dyblik,Na bank się uda,2019,4.4
Lee Curreri,Fame,1980,6.6
Lee Da-hee,I Hear Your Voice,2013,8.1
Lee Da-hee,Beauty Inside,2018,7.5
Lee Da-wit,Bad Papa,2018,8
Lee Dixon,89,2017,7.8
Lee Gyoo-ho,Dance Sports Girls,2017,7.7
Lee Hanee,Come Back Mister,2016,7.5
Lee Hanee,The Bros,2017,6.1
Lee Hanee,Black Money,2019,6.1
Lee Hanee,Extreme Job,2019,7.1
Lee Hanee,The Fiery Priest,2019,8.1
Lee Jeong-kil,Iris,2009,7.9
Lee Ji-Ha,Tabloid Truth,2014,6.3
Lee Ji-Hyung,The Reservoir Game,2017,5.8
Lee Ji-Won,Hitman: Agent Jun,2020,6.3
Lee Ji-eun,Persona,2019,6.7
Lee Jong-Suk,Hot Young Bloods,2014,6.7
Lee Joo-Young,The Negotiation,2018,6.7
Lee Min-Jung,Searching for the Elephant,2009,5.6
Lee Min-ki,Spellbound,2011,6.9
Lee Min-ki,The Lies Within,2019,6.8
Lee Pace,Halt and Catch Fire,2014,8.4
Lee Pace,Revolt,2017,5.2
Lee Ravitz,Witches: A Century of Murder,2020,7.2
Lee Song-Kyoung,Love+Sling,2018,6
Lee Sun-kyun,The Advocate: A Missing Body,2015,6.6
Lee Tergesen,Monster,2004,7.3
Lee Tockar,Johnny Test,2005,5
Lee Tockar,Kong: King of the Apes,2016,5.8
Lee Van Cleef,"The Good, the Bad and the Ugly",1967,8.8
Leendert de Ridder,Mees Kees Langs De Lijn,2016,6
Leigh Kelly,Treehouse Detectives,2018,7
Leighton Meester,Gossip Girl,2007,7.4
Leila Harrison,My 2,2013,5.3
Leleco Barbosa,Rita Cadillac: The Lady of the People,2010,6.5
Lena,Oru Vishsheshapetta Biryani Kissa,2017,5.5
Lena Anderson,Hot Girls Wanted: Turned On,2017,6.7
Lena Dunham,Girls Secrets,2012,7.3
Lena Dunham,Girls Night Out,2012,7.3
Lena Dunham,Girls Robbery,2012,7.3
Lena Endre,Millennium,2010,8.4
Lena Endre,Kiss Me,2011,6.8
Lena Klenke,The Silent Revolution,2019,7.4
Lena Olin,Mr. Jones,1993,5.8
Lena Waithe,Master of None,2015,8.3
Lene Maria Christensen,Small Town Killers,2017,5.3
Lenette van Dongen,Lenette van Dongen - Tegenwind,2017,8.2
Lenora Crichlow,Sugar Rush,2005,7.7
Lenora Crichlow,Sugar Rush,2005,7.7
Leo Alkemade,Popoz,2015,5.2
Leo Alkemade,Bella Donnas,2017,5.9
Leo Barakat,The Queens Corgi,2020,4.8
Leo Burmester,The Abyss,1989,7.5
Leo Suter,Beecham House,2020,6.7
Leon Belasco,The Bulbuls Nest,1941,6.6
Leon Dai,Double Vision,2002,6.4
Leon Logothetis,The Kindness Diaries,2017,8.2
Leona Lishoy,History of Joy,2017,5.1
Leonard Frey,Fiddler on the Roof,1971,8
Leonardo DiCaprio,Titanic,1997,7.8
Leonardo Manuel Galarza Velasquez,Pat the Dog,2017,6.3
Leonid Citer,Cast Away,2000,7.8
Les Tremayne,The War of the Worlds,1953,7.1
Lesley Manville,Molly Moon and the Incredible Book of Hypnotism,2016,5.3
Lesley Manville,Phantom Thread,2018,7.5
Lesley Manville,Hampstead,2019,6
Leslie Bellair,Elf Pets: A Fox Cub’s Christmas Tale,2019,4.7
Leslie Bellair,Elf Pets: Santa’s Reindeer Rescue,2020,4.9
Leslie Caron,Valentino,1977,6.1
Leslie David Baker,The Office (U.S.),2005,8.9
Leslie Jones,Leslie Jones: Time Machine,2020,5.2
Leslie Mann,This Is 40,2012,6.2
Leslie Mann,How to Be Single,2016,6.1
Leslie Nielsen,The Naked Gun,1988,7.6
Leslie Nielsen,The Naked Gun 2 1/2: The Smell of Fear,1991,6.9
Leslie Nielsen,Naked Gun 33 1/3: The Final Insult,1994,6.5
Leslie Nielsen,Wrongfully Accused,1998,6.2
Leslie Nielsen,Superhero Movie,2008,4.5
Leslie Odom Jr.,Only,2020,5.1
Letícia Sabatella,"Chatô, O Rei do Brasil",2015,6
Lev Gorn,Lingua Franca,2020,6.3
Levi Randall,Lost and Found Music Studios,2016,6.8
Levi van Kempen,Kikker and Vriendjes,2008,7.4
Lewis Pullman,The Strangers: Prey At Night,2018,5.2
Lewis Reeves,Crazyhead,2016,7.3
Lewis Reeves,Unforgotten,2018,8.2
Lexa Doig,Jason X,2002,4.4
Lexi Simonsen,The 2nd,2020,3.8
Lexie Kaplan,Inst@famous,2018,4.1
Leyla Feray,Kardeşim Benim 2,2017,4.5
Leysha Mange,Leila,2019,4.8
Lezley McSpadden,Whose Streets?,2017,5.4
Leïla Bekhti,Midnight Sun,2016,7.5
León Siminiani,Notes for a heist film,2018,6.6
León Siminiani,The Alcàsser Murders,2019,7.1
Li An,Elena,2012,7.6
Li Gong,God of Gamblers III: Back to Shanghai,1991,6.7
Li Gong,Flirting Scholar,1993,7.6
Li Gong,Hannibal Rising,2007,6.2
Li Gong,Curse of the Golden Flower,2007,7
Li Gong,The Monkey King 2,2016,5.9
Li Jia Qi,"Wait, My Youth",2019,8.6
Li Ping Chen,The Best Bet,2004,6.2
Li Ping Chen,Unriddle,2010,7.8
Li Sun,Shadow,2018,7
Li-Chun Lee,What a Wonderful Family!,2017,4.5
Liam Cunningham,A Little Princess,1995,7.7
Liam Falconer,Son of the Mask,2005,2.2
Liam Neeson,The Dead Pool,1988,6.3
Liam Neeson,Nell,1994,6.5
Liam Neeson,Im Standing on a Million Lives,1999,6.5
Liam Neeson,Im Thinking of Ending Things,1999,6.5
Liam Neeson,Im No Longer Here,1999,6.5
Liam Neeson,Im Leaving Now,1999,6.5
Liam Neeson,Im Not Ready for Christmas,1999,6.5
Liam Neeson,Im Brent Morin,1999,6.5
Liam Neeson,Im losing it,1999,6.5
Liam Neeson,Id like to Borrow a Girlfriend,1999,6.5
Liam Neeson,I,1999,6.5
Liam Neeson,Im with the Band: Nasty Cherry,1999,6.5
Liam Neeson,The Haunting,1999,5
Liam Neeson,Ill Always Know What You Did Last Summer,1999,6.5
Liam Neeson,Im Home,1999,6.5
Liam Neeson,Batman Begins,2005,8.2
Liam Neeson,Taken,2009,7.8
Liam Neeson,Chloe,2010,6.3
Liam Neeson,Clash of the Titans,2010,5.8
Liam Neeson,Unknown,2011,6.8
Liam Neeson,Taken 2,2012,6.3
Liam Neeson,Wrath of the Titans,2012,5.7
Liam Neeson,A Million Ways to Die in the West,2014,6.1
Liam Neeson,Non-Stop,2014,6.9
Liam Neeson,The Nut Job,2014,5.7
Liam Neeson,A Walk Among the Tombstones,2014,6.5
Liam Neeson,Kahlil Gibrans The Prophet,2015,7.1
Liam Neeson,Run All Night,2015,6.6
Liam Neeson,Mark Felt: The Man Who Brought Down the White House,2017,6.4
Liam Neeson,Silence,2017,7.2
Liam Neeson,Widows,2018,6.9
Liam Neeson,The Commuter,2018,6.3
Liam O'Brien,Ergo Proxy,2006,8
Liam Payne,One Direction: This Is Us,2013,4.3
Liam Pierron,School Life,2019,6.4
Liam Williams,Back to Life,2019,7.5
Liang Tian,A Beautiful Life,2011,6.7
Lidia San José,Paquita Salas,2016,8
Lidija Stevanovic,Meet Me in Venice,2015,6.4
Liev Schreiber,The Omen 666,2006,5.5
Liev Schreiber,Defiance,2009,7.2
Liev Schreiber,Salt,2010,6.4
Liev Schreiber,Ray Donovan,2013,8.3
Liev Schreiber,The Reluctant Fundamentalist,2013,6.9
Liev Schreiber,Spotlight,2015,8.1
Liev Schreiber,Spotlight,2015,8.1
Liev Schreiber,The Bleeder,2017,6.5
Lil Yachty,How High 2,2019,3
Lilani Prinsen,Skeem,2011,6.8
Lilay Huser,Almanya,2011,7.2
Lili Beaudoin,Beat Bugs: All Together Now,2017,7
Lili Karamalikis,Raising the Bar,2016,5.6
Lili Taylor,The Conjuring,2013,7.5
Lilian Naef,Heidi,2015,7.5
Lilian Naef,Heidi,2015,7.5
Liliana de Vries,Bon Bini Holland,2015,5.6
Lilla Crawford,The Who Was? Show,2018,6.6
Lilly Jandreau,The Rider,2018,7.4
Lilly Reulein,Yoko,2012,4.5
Lilou Fogli,Blind Date,2015,6.6
Lily Brooks O'Briant,The Big Show Show,2020,6.3
Lily Cardone,Turtle Tale,2015,6.1
Lily Cassano,Fireman Sam: The Great Fire of PontyPandy,2015,6.4
Lily Franky,Helter Skelter,2012,6.3
Lily Franky,The Devils Path,2013,6.4
Lily Franky,As the Gods Will,2014,6.4
Lily Franky,Pieta in the Toilet,2015,6.5
Lily Franky,Scoop!,2016,6.4
Lily Franky,My Dad and Mr. Ito,2016,6.7
Lily Franky,A Beautiful Star,2017,5.6
Lily Franky,Shoplifters,2018,7.9
Lily James,Pride and Prejudice and Zombies,2016,5.8
Lily Tomlin,The Magic School Bus,1994,7.8
Lily Tomlin,Grandmas Last Wishes,2015,6.7
Lily Tomlin,Grace and Frankie,2015,8.3
Lily Tomlin,Grandmas Wedding,2015,6.7
Lily Tomlin,Still LAUGH-IN: The Stars Celebrate,2019,5.1
Lim Soo-jung,Woochi - The Demon Slayer,2009,6.6
Lim Soo-jung,Finding Mr. Destiny,2010,6.5
Lim Soo-jung,Time Renegades,2016,6.8
Lim Soo-jung,Chicago Typewriter,2017,8.3
Lim Soo-jung,Search WWW,2019,7.9
Lina Cardona,Si saben cómo me pongo ¿pá qué me invitan?,2018,4.8
Lina Cardona,Feo pero sabroso,2019,4.2
Linda Ballantyne,Go Dog Go,2021,8.4
Linda Bassett,Twirlywoos,2015,7.4
Linda Cardellini,Scooby-Doo,2002,5.1
Linda Cardellini,Scooby-Doo 2: Monsters Unleashed,2004,5.1
Linda Cardellini,Bloodline,2015,8
Linda Cardellini,Green Book,2018,8.2
Linda Cardellini,Dead to Me,2019,8
Linda Cardellini,The Curse of La Llorona,2019,5.3
Linda Cardellini,Capone,2020,4.7
Linda Ejiofor,4th Republic,2019,6.4
Linda Hunt,Auschwitz: Inside the Nazi State,2005,8.6
Linda Molin,Bitchkram,2012,6
Linda Molin,Nightfall in India,2014,6
Linda de Mol,Ellis in Glamourland,2004,5.8
Lindiwe Matshikiza,Four Corners,2014,6.6
Lindsay Hartley,The Student,2017,4.4
Line Billa Ljøstad,All That Matters Is Past,2012,5.9
Line Renaud,La Femme,2008,6.6
Line Verndal,Ulvesommer,2003,5.9
Ling Ling Liu,881,2007,6.2
Ling Ling Liu,12 Lotus,2008,5.8
Linh Dan Pham,Mr. Nobody,2013,7.8
Lini Evans,Love Again,2015,5.9
Lini Evans,"Love, Again",2015,5.9
Lino Banfi,Buona giornata,2012,4.8
Linor Abargil,Brave Miss World,2014,7
Linus Roache,Mandy,2018,6.5
Linus Roache,Summer of Rockets,2019,7
Lionel Newton,"Pop, Lock n Roll",2017,5.5
Lior Ashkenazi,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017,6.1
Lior Ashkenazi,The Wanderers: The Quest of The Demon Hunter,2017,5.1
Liora Rivlin,Hashoter Hatov,2015,7.7
Liron Vaisman,Mossad 101,2015,6.8
Lisa Amedjout,Shéhérazade,2019,7.1
Lisa Haydon,Queen,2014,8.2
Lisa Haydon,Queen & Slim,2014,8.2
Lisa Haydon,Santa Banta Pvt Ltd,2016,2.8
Lisa Henni,The Unthinkable,2018,6.1
Lisa Lu,A Journey Through Time with Anthony,2015,5.2
Lisa Ortiz,The Slayers,2002,7.5
Lisa Vanderpump,The Real Housewives of Beverly Hills,2010,5
Lisa Vicari,Dark,2017,8.8
LisaGay Hamilton,The Last Full Measure,2020,6.8
Lisbet Lundquist,Morke,2005,6.7
Lisbeth Hummel,The Beast,1977,5.7
Lise Roy,Tom at the Farm,2015,7
Liss Pereira,Liss Pereira: Reteniendo líquidos,2019,6.6
Liu Jia Xi,Well-Intended Love,2019,7.4
Liv Bagley,Casting JonBenet,2017,6.1
Liv Hewson,Santa Clarita Diet,2017,7.8
Liv Ullmann,Persona,1967,8.1
Livia Matthes,Mute,2018,5.4
Liz Callaway,The Swan Princess,1994,6.5
Liz Lobato,Animas,2019,4.8
Liza Lapira,AllI Wish,2018,5.2
Liza Lorena,Three Words to Forever,2018,7.5
Liza Soberano,Must Be... Love,2013,6.8
Liza Soberano,Alone/Together,2019,6.9
Lizelle de Klerk,Pretville,2012,4.8
Lizzy Caplan,Cloverfield,2008,7
Lizzy Caplan,The Interview,2014,6.5
Lizzy Caplan,Castle Rock,2018,7.6
Lloyd Avery II,Boyz n the Hood,1991,7.8
Lloyd Griffith,Flinch,2019,4.2
Lochlyn Munro,12 Rounds 3: Lockdown,2020,5.2
Loek Peters,Whitestar,2019,5.6
Logan Creran,The Other Side of the Door,2016,5.3
Logan Edra,Full Out 2: You Got This!,2020,4.6
Logan Gillies,T2: Trainspotting,2017,7.2
Logan Henderson,Big Time Movie,2012,6.4
Logan Lerman,Fury,2014,7.6
Logan Marshall-Green,Madame Bovary,2015,5.7
Logan Miller,Scouts vs. Zombies,2015,6.3
Logan Miller,Before I Fall,2017,6.5
Logan Miller,Escape Room,2019,6.4
Logan Miller,Being Frank,2019,6
Logan Ridenbaugh,Gnomeo and Juliet,2011,7.3
Lola Cordón,Seventeen,2019,7.2
Lola Forner,Armour of God,1987,7.1
Lola Kirke,Song One,2015,5.8
Lola Kirke,Mistress America,2015,6.7
Lola Kirke,Gemini,2018,5.4
Lola Kirke,Gemini,2018,5.4
Lola Kirke,Lost Girls,2020,6.1
Loles León,Tie Me Up! Tie Me Down!,1990,7
Lolli Sorenson,Arizona,2018,5.8
Lombardo Boyar,Happy Feet,2006,6.4
Lombardo Boyar,Happy Feet Two,2011,5.9
Lombardo Boyar,Pup Star: Better 2Gether,2017,4.7
London Hughes,The Netflix Afterparty,2020,3.9
Long John Baldry,The Adventures of Sonic the Hedgehog,1993,6.2
Longzheng Wang,Day and Night,2017,8.3
Lorelei King,Bob the Builder,2001,5.5
Lorene Chesley,GIMS: On the Record,2020,6.7
Lorenzo Ferro,El ángel,2018,7
Lorenzo Richelmy,Marco Polo,2014,8
Lorenzo Richelmy,Marco Polo: One Hundred Eyes,2015,7.8
Lorenzo Richelmy,The Girl in the Fog,2017,6.8
Lorenzo Richelmy,Dolceroma,2019,5.2
Loretta Devine,Jumping the Broom,2011,5.7
Loretta Jafelice,Max and Ruby,2002,6.1
Loretta Walsh,Rampage: President Down,2016,4.8
Lori Petty,Point Break,1991,7.3
Lorna Luft,Grease 2,1982,4.4
Lorraine Bracco,GoodFellas,1990,8.7
Lorraine Cheshire,Ackley Bridge,2017,7.2
Los Tigres del Norte,Los Tigres del Norte at Folsom Prison,2019,7
Lota Chukwu,The Arbitration,2016,5.8
Lotte Andersen,Oh Happy Day,2004,5.6
Lotte Andersen,Excuse Me,2012,5.9
Lotte Heijs,Rhyme Time Town,2020,7.6
Lotte Verbeek,The Coldest Game,2020,6.1
Lottie Steer,Paddington,2015,7.2
Lou Adler,20 Feet from Stardom,2013,7.4
Lou Adler,Echo in the Canyon,2019,6.9
Lou Jacobi,Everything You Always Wanted to Know About Sex But Were Afraid to Ask,1972,6.8
Lou Russell,The Battered Bastards of Baseball,2014,8
Loudon Wainwright III,Loudon Wainwright III: Surviving Twin,2018,7.2
Louis C.K.,Louis C.K.: Hilarious,2010,8.5
Louis C.K.,Louis C.K. 2017,2017,7.6
Louis Cheung,Keeper of Darkness,2015,5.8
Louis Cheung,Hong Kong West Side Stories,2019,7.5
Louis Dussol,The New Adventures of Lassie,2014,7
Louis Garrel,From the Land of the Moon,2017,6.7
Louis Hynes,A Series of Unfortunate Events,2017,7.8
Louis Koo,Love for All Seasons,2003,5.4
Louis Koo,Election,2005,7.1
Louis Koo,Election 2,2006,7.4
Louis Koo,Connected,2008,6.6
Louis Koo,Connected,2008,6.6
Louis Koo,Connected,2008,6.6
Louis Koo,Accident,2009,6.6
Louis Koo,Triple Tap,2010,6.3
Louis Koo,Sao du,2013,6.6
Louis Koo,Golden Chickensss,2014,5.6
Louis Koo,Boundless,2014,7.3
Louis Koo,Three,2016,5.9
Louis Koo,S Storm,2016,5.2
Louis Koo,L Storm,2018,5.8
Louis Koo,A Choo,2020,5.4
Louis Labrom-Brown,Tiny Creatures,2020,4.9
Louis Mandylor,The Debt Collector,2018,5.8
Louis Theroux,When Louis Met... Chris Eubank,2002,7
Louisa Harland,Derry Girls,2018,8.4
Louise Cardoso,Just Another Christmas,2020,6.7
Louise Grinberg,Cities of Last Things,2019,6.2
Louise Mieritz,Den Store Dag,2005,5.4
Louise Mieritz,The Big Day,2005,5.4
Louise Rozett,What Are the Odds?,2006,7.1
Louison Blivet,Bad Seeds,2018,7.3
Lourenço Mutarelli,Elon Nao Acredita Na Morte,2017,5.2
Love Stenmarck,Les Légendaires,2017,6.8
Lu Xuan,The Untamed,2019,8.9
Lu Yao,Burning Ice,2017,7.6
Luc Longley,The Playbook,2015,5.9
Luc Schiltz,Capitani,2021,7.1
Luca Peracino,Fuga di cervelli,2013,2.8
Lucas Gregorowicz,Lammbock,2001,7.3
Lucas Gregory,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4
Lucas Jade Zumann,Every Day,2018,6.4
Lucas Lauriente,Todo lo que sería Lucas Lauriente,2018,7.8
Lucas McHugh Carroll,The Informant!,2009,6.4
Lucian Msamati,Black Earth Rising,2019,7.4
Luciana Aymar,Lucha: Playing the Impossible,2018,7.2
Luciana Baroli,Saint Seiya: The Lost Canvas,2009,8.2
Luciana Littizzetto,Aspirante Vedovo,2013,4.7
Luciano González,Mi amigo Alexis,2019,4.8
Luciano Mellera,Luciano Mellera: Infantiloide,2018,8.2
Lucien Dodge,Ajin,2016,7.6
Lucille Ball,Five Came Back,1939,7.1
Lucille Bliss,The Smurfs,1981,7.2
Lucille Bliss,Robots,2005,6.3
Lucy Davis,The Office (U.K.),2003,8.5
Lucy Decoutere,Trailer Park Boys: Xmas Special,2004,8
Lucy Decoutere,Trailer Park Boys: The Movie,2006,7.2
Lucy Hale,Pretty Little Liars,2010,7.4
Lucy Hale,Scream 4,2011,6.1
Lucy Hale,Life Sentence,2018,6.6
Lucy Hale,Dude,2018,5.1
Lucy Hale,Truth or Dare: Extended Directors Cut,2018,5.2
Lucy Hale,Trouble,2019,6
Lucy Hale,A Nice Girl Like You,2020,5.1
Lucy Liu,The Man with the Iron Fists,2012,5.4
Lucy Loken,"My Teacher, My Obsession",2018,4.4
Lucy Worsley,Empire of the Tsars,2016,7.6
Ludovik,Back to School,2019,5.3
Ludwig Hollburg,Schloss Einstein,1998,5.7
Luis Alberto Posada,El rey del sapo,2019,5.9
Luis Gerardo Méndez,Casese quien pueda,2014,5.7
Luis Gerardo Méndez,Club de Cuervos,2015,8.2
Luis Gerardo Méndez,"Elvira, te daría mi vida pero la estoy usando",2015,6.5
Luis Gerardo Méndez,Time Share,2018,6
Luis Lobianco,O Grande Gonzalez,2015,7.1
Luis María Anson,Two Catalonias,2018,6.4
Luis Tosar,Taxi④,2008,5.9
Luis Tosar,Even the Rain,2011,7.4
Luis Tosar,El Nino,2015,6.4
Luis Tosar,To Steal from a Thief,2016,6.3
Luis Tosar,Gun City,2018,6.3
Luis Tosar,The Minions of Midas,2020,6.6
Luis Van Rooten,The Great Adventure,1955,6.8
Luise Befort,Armans Geheimnis,2015,7.9
Luiz Carlos Felix,E a Vida Continua,2012,5.5
Luiz Inácio Lula da Silva,The Edge of Democracy,2019,7.2
Lukas Schwarz,Ich Seh Ich Seh,2015,6.7
Lukas Schwarz Thorsteinsson,Skyskraber,2011,6.3
Lukasz Simlat,Amok,2017,5.7
Lukasz Simlat,Iron Bridge,2019,6.1
Luke Bedsole,Hush,2016,8
Luke Ford,Origin Wars,2017,5.6
Luke Grimes,Kill the King,2016,5.1
Luke Grimes,El Camino Christmas,2017,5.7
Luke Hemsworth,Hickok,2017,4.7
Luke Hemsworth,River Runs Red,2018,4.6
Luke Hemsworth,Death of Me,2020,4.4
Luke Hewitt,Outback Truckers,2012,7.5
Luke Pitzrick,Prospect,2018,6.3
Luke Spencer Roberts,Banana Split,2020,6.2
Luke Tennie,Thriller,2019,3.6
Luke Treadaway,Traitors,2019,6.6
Lukman Sardi,Titus: Mystery of the Enygma,2020,8
Lukás Vaculík,The Tank Battalion,1991,6.6
Lulu Wilson,Ouija: Origin of Evil,2016,6.1
Lun Hua,Return To The 36th Chamber,1982,7
Lunetta Savino,Tutto tutto niente niente,2012,5.2
Luodan Wang,Rise of the Legend,2016,6.5
Lupita Nyong'o,Bookmarks,2020,4.5
Luzelba Mansour,"Rica, Famosa, Latina",2014,5.6
Lydia Forson,The Perfect Picture: Ten Years Later,2020,6.3
Lydia Knott,A Woman of Paris,1923,7
Lyn May,Beauties of the Night,2016,7.3
Lyn-z Pastrana,Action Figures 2,2018,7.6
Lyndon Smith,Step Sisters,2018,5.4
Lynette Nusbacher,Conspiracy,2015,6.3
Lynn,I Want to Eat Your Pancreas,2018,7.9
Lynn,The Promised Neverland,2019,8.7
Lynn Adrianna Freedman,Her,2014,8
Lynn Carlin,Superstition,1985,5.8
Lynn Cohen,The Vigil,2021,5.5
Lynn Whitfield,Nappily Ever After,2018,6.4
Lynne Koplitz,Lynne Koplitz: Hormonal Beast,2017,6.2
Lynsey Baxter,The Cold Light of Day,1996,6.3
Lyric Lewis,The American Barbecue Showdown,2020,7.2
Lyudmila Polupanova,To and From New York,2006,6
László Branko Breiding,Baumbacher Syndrome,2021,7.4
Lærke Winther,Those Who Kill,2011,7.2
Lærke Winther,Dicte,2013,7.3
Léa Seydoux,Belle epine,2010,5.9
Léa Seydoux,Blue Is the Warmest Color,2013,7.7
Léa Seydoux,The Command,2019,6.6
Léo Lins,Ghost Killers vs Bloody Mary,2018,5.5
Lília Cabral,In Therapy,2009,6.4
Lúcia Romano,The Way He Looks,2014,7.9
Lúcio Mauro Filho,Amazonia,2013,6.5
M. Adhiyat,Koki Koki Cilik 2,2019,6.8
M. Emmet Walsh,Christmas with the Kranks,2004,5.4
Maarten Heijmans,Brasserie Valentine,2016,5.3
Maaya Sakamoto,Fate/Apocrypha,2017,6.5
Maaya Uchida,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? - Arrow of the Orion,2019,6.8
Mabel Rivera,The Orphanage,2008,7.4
Mabuki Andô,Lupin the 3rd TV Special: Seven Days Rhapsody,2006,6.5
Macarena García,Palm Trees in the Snow,2015,7.4
Macarena García,Holy Camp!,2017,6.3
Macarena García,Holy Camp! (Sing-Along Version),2017,6.3
Macarena García,Holy Goalie,2018,5.3
Macarena García,Despite Everything,2019,5.4
Macarena del Corro,Lions Den (Kenya),2013,5.4
Macaulay Culkin,Uncle Buck,1989,7
Machiko Kyô,Floating Weeds,1970,8
Machine Gun Kelly,Beyond the Lights,2014,6.9
Mackenzie Fearnley,Dance Academy: The Comeback,2018,7
Macy Anne Johnson,Smile at the Runway,2020,6.8
Maddie Evans,Rhyme Time Town Singalongs,2020,8.3
Maddie Phillips,Teenage Bounty Hunters,2020,7.7
Maddison Smith-Catlin,Backyard Ashes,2013,5.4
Madeleine Sami,The Breaker Upperers,2019,5.9
Madeleine Stowe,The Generals Daughter,1999,6.4
Madeleine Stowe,We Were Soldiers,2002,7.2
Madeline Leon,48 Christmas Wishes,2017,3.9
Madeline Weinstein,Beach Rats,2018,6.4
Madelyn Cline,Boy Erased,2018,6.9
Madhav Abhyankar,Poshter Girl,2016,6.8
Madhavan,Vettai,2012,5.9
Madhavan,Vettai,2012,5.9
Madhavi,Agneepath,1990,7.7
Madhoo,Elaan,1994,5.3
Madison Bailey,Outer Banks,2020,7.6
Madison Cook,About a Boy,2002,7
Madison Iseman,48 Hours to Live,2017,4.1
Madison Iseman,Annabelle Comes Home,2019,5.9
Madison Iseman,The F**k-It List,2020,5.1
Madison Lawlor,Close Range,2015,5
